2024-02-18 00:43:30.336 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:438  NettyClientSelector_TMROLE_2_1 [32m                [0;39m channel inactive: [id: 0xf033c6b7, L:/192.168.188.1:54080 ! R:/192.168.188.1:8091]
2024-02-18 00:43:30.379 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_RMROLE_2_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0x68416836, L:/192.168.188.1:54086 ! R:/192.168.188.1:8091]) will closed
2024-02-18 00:43:31.266 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-13071 [32m                [0;39m [fcfde521-a385-44b5-8d4d-160f69585d0f_config-0] Receive server push request, request = ClientDetectionRequest, requestId = 100
2024-02-18 00:43:31.268 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-13071 [32m                [0;39m [fcfde521-a385-44b5-8d4d-160f69585d0f_config-0] Ack server push request, request = ClientDetectionRequest, requestId = 100
2024-02-18 00:45:32.952 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-13057 [32m                [0;39m [6c9e8c65-6af2-4677-9713-447fe1dcfa31] Receive server push request, request = NotifySubscriberRequest, requestId = 108
2024-02-18 00:45:32.972 INFO  com.alibaba.nacos.client.naming                   :247  nacos-grpc-client-executor-127.0.0.1-13057 [32m                [0;39m modified ips(1) service: SEATA_GROUP@@seata-server@@default -> [{"instanceId":"192.168.188.1#8091#default#SEATA_GROUP@@seata-server","ip":"192.168.188.1","port":8091,"weight":1.0,"healthy":false,"enabled":true,"ephemeral":true,"clusterName":"default","serviceName":"SEATA_GROUP@@seata-server","metadata":{},"instanceHeartBeatTimeOut":15000,"instanceIdGenerator":"simple","instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
2024-02-18 00:45:32.974 INFO  com.alibaba.nacos.client.naming                   :169  nacos-grpc-client-executor-127.0.0.1-13057 [32m                [0;39m current ips:(1) service: SEATA_GROUP@@seata-server@@default -> [{"instanceId":"192.168.188.1#8091#default#SEATA_GROUP@@seata-server","ip":"192.168.188.1","port":8091,"weight":1.0,"healthy":false,"enabled":true,"ephemeral":true,"clusterName":"default","serviceName":"SEATA_GROUP@@seata-server","metadata":{},"instanceHeartBeatTimeOut":15000,"instanceIdGenerator":"simple","instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
2024-02-18 00:45:32.990 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-13057 [32m                [0;39m [6c9e8c65-6af2-4677-9713-447fe1dcfa31] Ack server push request, request = NotifySubscriberRequest, requestId = 108
2024-02-18 05:28:27.524 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-13074 [32m                [0;39m [fcfde521-a385-44b5-8d4d-160f69585d0f_config-0] Receive server push request, request = ClientDetectionRequest, requestId = 113
2024-02-18 05:28:27.524 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-13074 [32m                [0;39m [fcfde521-a385-44b5-8d4d-160f69585d0f_config-0] Ack server push request, request = ClientDetectionRequest, requestId = 113
2024-02-18 05:28:27.545 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-3556 [32m                [0;39m [e309b19b-c4b1-4163-8584-d4abfacbc1ef] Receive server push request, request = ClientDetectionRequest, requestId = 109
2024-02-18 05:28:27.545 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-3556 [32m                [0;39m [e309b19b-c4b1-4163-8584-d4abfacbc1ef] Ack server push request, request = ClientDetectionRequest, requestId = 109
2024-02-18 05:28:27.562 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-13058 [32m                [0;39m [6c9e8c65-6af2-4677-9713-447fe1dcfa31] Receive server push request, request = ClientDetectionRequest, requestId = 117
2024-02-18 05:28:27.562 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-13058 [32m                [0;39m [6c9e8c65-6af2-4677-9713-447fe1dcfa31] Ack server push request, request = ClientDetectionRequest, requestId = 117
2024-02-18 05:28:28.094 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:28.098 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:28.098 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:28.094 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:28.098 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:28.099 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:28.099 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:28.099 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:28.099 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:28.099 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:28.099 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:28.099 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:28.099 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:28.099 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:28.099 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:28.099 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:28.099 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:28.099 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:28.099 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.123 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.123 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.123 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.123 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.124 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.124 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.124 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.124 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.124 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.124 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.124 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.124 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.124 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.125 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.125 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.125 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.125 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.125 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.125 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.126 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.126 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.126 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.126 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.126 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.126 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.126 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.126 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.126 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.126 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.126 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.126 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.126 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.126 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.126 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.127 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.127 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.127 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.127 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.127 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.127 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.127 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.127 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.127 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.127 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.127 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.128 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.127 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.128 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.128 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.128 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.128 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.128 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.128 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.128 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.128 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.128 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.128 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.128 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.129 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.130 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.130 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.130 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.130 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.130 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.130 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.130 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_3_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2024-02-18 05:28:29.130 ERROR io.seata.core.rpc.netty.NettyClientChannelManager :188  timeoutChecker_4_1 [32m                [0;39m no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
